source_id,entry_time_utc,action,root,strike,option_right,expiry_date,quantity,fill_price,net_pnl,fees,status,opra_code
HTML_4027660419788342297,2025-09-29 13:46:00,BUY,XSP,669.0,C,2025-09-29,3.0,0.29,-88.62,0.12,FILLED,O:XSP250929C00669000
HTML_7982475751920532332,2025-09-29 15:52:00,SELL,XSP,666.0,P,2025-09-29,5.0,0.97,485.0,0.21,FILLED,O:XSP250929P00666000
HTML_1988930933555516762,2025-09-29 15:53:00,SELL,XSP,669.0,C,2025-09-29,3.0,0.02,6.0,0.02,FILLED,O:XSP250929C00669000
HTML_5413344777644106308,2025-09-30 13:42:00,BUY,XSP,664.0,P,2025-09-30,2.0,0.82,-165.08,0.08,FILLED,O:XSP250930P00664000
HTML_6444064320940614512,2025-09-30 13:43:00,BUY,XSP,666.0,C,2025-09-30,2.0,0.8,-159.08,0.08,FILLED,O:XSP250930C00666000
HTML_6580945397233359614,2025-09-30 13:44:00,BUY,XSP,664.0,P,2025-09-30,2.0,0.68,-135.08,0.08,FILLED,O:XSP250930P00664000
HTML_5689389749365081189,2025-09-30 13:46:00,BUY,XSP,664.0,P,2025-09-30,2.0,0.67,-133.08,0.08,FILLED,O:XSP250930P00664000
HTML_2599717134011411841,2025-09-30 13:48:00,BUY,XSP,668.0,C,2025-09-30,1.0,0.28,-27.54,0.04,FILLED,O:XSP250930C00668000
HTML_7597921244034595125,2025-09-30 13:54:00,SELL,XSP,664.0,P,2025-09-30,6.0,0.97,582.0,0.25,FILLED,O:XSP250930P00664000
HTML_732274046076438587,2025-09-30 13:56:00,SELL,XSP,666.0,C,2025-09-30,2.0,0.72,144.0,0.08,FILLED,O:XSP250930C00666000
HTML_8925464887710025447,2025-09-30 13:56:00,SELL,XSP,668.0,C,2025-09-30,1.0,0.21,21.0,0.04,FILLED,O:XSP250930C00668000
HTML_5748751410469435948,2025-10-01 13:40:00,BUY,XSP,667.0,P,2025-10-01,7.0,0.96,-675.8,0.3,FILLED,O:XSP251001P00667000
HTML_4270371896407582477,2025-10-01 13:46:00,SELL,XSP,667.0,P,2025-10-01,7.0,1.12,784.0,0.3,FILLED,O:XSP251001P00667000
HTML_6001079716675288934,2025-10-01 13:51:00,BUY,XSP,669.0,C,2025-10-01,2.0,0.28,-55.08,0.08,FILLED,O:XSP251001C00669000
HTML_6995190289925345121,2025-10-01 13:56:00,SELL,XSP,669.0,C,2025-10-01,2.0,0.3,60.0,0.08,FILLED,O:XSP251001C00669000
HTML_6278936196020402697,2025-10-02 13:42:00,BUY,XSP,673.0,C,2025-10-02,5.0,0.55,-272.71,0.21,FILLED,O:XSP251002C00673000
HTML_5976463716024896333,2025-10-02 13:45:00,BUY,XSP,671.0,P,2025-10-02,7.0,0.71,-500.8,0.3,FILLED,O:XSP251002P00671000
HTML_3712044866258821494,2025-10-02 13:46:00,BUY,XSP,671.0,P,2025-10-02,2.0,0.64,-127.08,0.08,FILLED,O:XSP251002P00671000
HTML_8733911798031734435,2025-10-02 13:47:00,BUY,XSP,673.0,C,2025-10-02,2.0,0.57,-115.08,0.08,FILLED,O:XSP251002C00673000
HTML_7443538048103866958,2025-10-02 14:29:00,BUY,XSP,670.0,P,2025-10-02,1.0,0.54,-53.54,0.04,FILLED,O:XSP251002P00670000
HTML_8163338020327847986,2025-10-02 14:46:00,SELL,XSP,671.0,P,2025-10-02,9.0,1.16,1044.0,0.38,FILLED,O:XSP251002P00671000
HTML_3447104882816932670,2025-10-02 14:46:00,SELL,XSP,670.0,P,2025-10-02,1.0,0.78,78.0,0.04,FILLED,O:XSP251002P00670000
HTML_7564839967228035333,2025-10-02 14:46:00,SELL,XSP,673.0,C,2025-10-02,7.0,0.12,84.0,0.12,FILLED,O:XSP251002C00673000
HTML_3511978612301897595,2025-10-03 13:36:00,BUY,XSP,673.0,P,2025-10-03,15.0,1.05,-1569.18,1.04,FILLED,O:XSP251003P00673000
HTML_6452404817743458087,2025-10-03 13:37:00,BUY,XSP,672.0,P,2025-10-03,3.0,0.68,-202.62,0.12,FILLED,O:XSP251003P00672000
HTML_8084819719216513753,2025-10-03 14:01:00,SELL,XSP,673.0,P,2025-10-03,15.0,1.15,1725.0,1.15,FILLED,O:XSP251003P00673000
HTML_1119178343137025572,2025-10-03 14:01:00,SELL,XSP,672.0,P,2025-10-03,3.0,0.79,237.0,0.12,FILLED,O:XSP251003P00672000
HTML_3331748645332008006,2025-10-06 13:44:00,BUY,XSP,672.0,P,2025-10-06,4.0,0.66,-262.16,0.16,FILLED,O:XSP251006P00672000
HTML_4402149392338592097,2025-10-06 13:48:00,BUY,XSP,674.0,C,2025-10-06,5.0,0.47,-232.7,0.2,FILLED,O:XSP251006C00674000
HTML_1654202944018336803,2025-10-06 13:53:00,BUY,XSP,673.0,C,2025-10-06,3.0,0.84,-253.62,0.12,FILLED,O:XSP251006C00673000
HTML_2791633359880480971,2025-10-06 13:53:00,BUY,XSP,671.0,P,2025-10-06,6.0,0.39,-231.25,0.25,FILLED,O:XSP251006P00671000
HTML_7679464601561755182,2025-10-06 16:34:00,SELL,XSP,673.0,C,2025-10-06,3.0,1.33,399.0,0.12,FILLED,O:XSP251006C00673000
HTML_8236216583571032902,2025-10-06 16:34:00,SELL,XSP,674.0,C,2025-10-06,5.0,0.58,290.0,0.21,FILLED,O:XSP251006C00674000
HTML_2474854866106787598,2025-10-06 16:35:00,SELL,XSP,671.0,P,2025-10-06,6.0,0.08,48.0,0.08,FILLED,O:XSP251006P00671000
HTML_5984382700664388460,2025-10-06 16:36:00,SELL,XSP,672.0,P,2025-10-06,4.0,0.14,56.0,0.14,FILLED,O:XSP251006P00672000
HTML_8485428064414436131,2025-10-07 13:43:00,BUY,XSP,673.0,P,2025-10-07,5.0,0.38,-187.7,0.2,FILLED,O:XSP251007P00673000
HTML_1081837096445103158,2025-10-07 13:44:00,BUY,XSP,676.0,C,2025-10-07,4.0,0.45,-178.16,0.16,FILLED,O:XSP251007C00676000
HTML_728343179501788434,2025-10-07 13:47:00,BUY,XSP,676.0,C,2025-10-07,9.0,0.45,-400.88,0.38,FILLED,O:XSP251007C00676000
HTML_2700457053226747811,2025-10-07 13:51:00,BUY,XSP,672.0,P,2025-10-07,1.0,0.21,-21.54,0.04,FILLED,O:XSP251007P00672000
HTML_9097420512727519295,2025-10-07 15:10:00,SELL,XSP,672.0,P,2025-10-07,1.0,1.24,124.0,0.04,FILLED,O:XSP251007P00672000
HTML_5541696877491171008,2025-10-07 15:11:00,SELL,XSP,673.0,P,2025-10-07,5.0,1.63,815.0,0.21,FILLED,O:XSP251007P00673000
HTML_2176896783058533026,2025-10-07 16:13:00,SELL,XSP,676.0,C,2025-10-07,13.0,0.02,26.0,0.02,FILLED,O:XSP251007C00676000
HTML_1524529653479443070,2025-10-08 13:37:00,BUY,XSP,674.0,C,2025-10-08,6.0,0.35,-213.25,0.25,FILLED,O:XSP251008C00674000
HTML_4799319328231175703,2025-10-08 13:39:00,BUY,XSP,671.0,P,2025-10-08,3.0,0.73,-220.62,0.12,FILLED,O:XSP251008P00671000
HTML_5818583251700906595,2025-10-08 13:40:00,BUY,XSP,671.0,P,2025-10-08,5.0,0.72,-362.71,0.21,FILLED,O:XSP251008P00671000
HTML_5375930898732558455,2025-10-08 13:45:00,BUY,XSP,674.0,C,2025-10-08,3.0,0.36,-109.62,0.12,FILLED,O:XSP251008C00674000
HTML_2710409698191762985,2025-10-08 13:46:00,BUY,XSP,670.0,P,2025-10-08,1.0,0.47,-46.54,0.04,FILLED,O:XSP251008P00670000
HTML_5967703847414946498,2025-10-08 15:11:00,SELL,XSP,674.0,C,2025-10-08,9.0,1.08,972.0,0.38,FILLED,O:XSP251008C00674000
HTML_8232864980183917108,2025-10-08 15:11:00,SELL,XSP,670.0,P,2025-10-08,1.0,0.09,9.0,0.04,FILLED,O:XSP251008P00670000
HTML_2161566651076829966,2025-10-08 15:12:00,SELL,XSP,671.0,P,2025-10-08,8.0,0.12,96.0,0.12,FILLED,O:XSP251008P00671000
HTML_1187035227640643133,2025-10-09 13:40:00,BUY,XSP,674.0,P,2025-10-09,20.0,0.39,-772.24,0.38,FILLED,O:XSP251009P00674000
HTML_3575754974995160738,2025-10-09 13:41:00,BUY,XSP,677.0,C,2025-10-09,7.0,0.35,-248.8,0.3,FILLED,O:XSP251009C00677000
HTML_8075519261803322614,2025-10-09 13:42:00,SELL,XSP,674.0,P,2025-10-09,20.0,0.54,1080.0,0.54,FILLED,O:XSP251009P00674000
HTML_473692510439481232,2025-10-09 13:42:00,SELL,XSP,677.0,C,2025-10-09,7.0,0.28,196.0,0.28,FILLED,O:XSP251009C00677000
HTML_3829515758579603832,2025-10-10 13:40:00,BUY,XSP,674.0,P,2025-10-10,15.0,0.62,-924.18,0.61,FILLED,O:XSP251010P00674000
HTML_7745587404048128421,2025-10-10 13:45:00,BUY,XSP,678.0,C,2025-10-10,10.0,0.28,-276.12,0.27,FILLED,O:XSP251010C00678000
HTML_3404086763833672149,2025-10-10 14:52:00,BUY,XSP,673.0,P,2025-10-10,1.0,0.26,-25.54,0.04,FILLED,O:XSP251010P00673000
HTML_7961183379302886793,2025-10-10 15:00:00,SELL,XSP,674.0,P,2025-10-10,15.0,4.71,7065.0,1.68,FILLED,O:XSP251010P00674000
HTML_7248639406023892330,2025-10-10 15:00:00,SELL,XSP,673.0,P,2025-10-10,1.0,0.03,2.6,0.0,FILLED,O:XSP251010P00673000
HTML_2392408535207436026,2025-10-10 15:00:00,SELL,XSP,673.0,P,2025-10-10,1.0,4.0,400.0,0.04,FILLED,O:XSP251010P00673000
HTML_1259998473685023918,2025-10-10 15:01:00,SELL,XSP,678.0,C,2025-10-10,10.0,0.01,10.0,0.01,FILLED,O:XSP251010C00678000
HTML_8807693860684471880,2025-10-14 13:44:00,BUY,XSP,654.0,P,2025-10-14,9.0,2.02,-1822.88,0.38,FILLED,O:XSP251014P00654000
HTML_6087365802126825375,2025-10-14 13:45:00,BUY,XSP,657.0,C,2025-10-14,9.0,2.06,-1858.88,0.38,FILLED,O:XSP251014C00657000
HTML_4019344167842391838,2025-10-14 13:46:00,BUY,XSP,658.0,C,2025-10-14,18.0,1.86,-3341.02,1.85,FILLED,O:XSP251014C00658000
HTML_395853335021391959,2025-10-14 13:51:00,BUY,XSP,655.0,P,2025-10-14,1.0,1.8,-180.54,0.04,FILLED,O:XSP251014P00655000
HTML_440866687225402125,2025-10-14 13:51:00,BUY,XSP,657.0,C,2025-10-14,1.0,2.33,-233.54,0.04,FILLED,O:XSP251014C00657000
HTML_1613030702290257005,2025-10-14 13:54:00,SELL,XSP,658.0,C,2025-10-14,18.0,2.41,4338.0,0.76,FILLED,O:XSP251014C00658000
HTML_854938208439880563,2025-10-14 13:54:00,SELL,XSP,657.0,C,2025-10-14,10.0,3.0,3000.0,1.12,FILLED,O:XSP251014C00657000
HTML_550229281400853680,2025-10-14 14:36:00,SELL,XSP,654.0,P,2025-10-14,9.0,0.3,270.0,0.3,FILLED,O:XSP251014P00654000
HTML_5487219451894230747,2025-10-14 14:36:00,SELL,XSP,655.0,P,2025-10-14,1.0,0.37,37.0,0.04,FILLED,O:XSP251014P00655000
HTML_6911094504893443213,2025-10-15 13:41:00,BUY,XSP,671.0,C,2025-10-15,38.0,0.83,-3139.26,0.82,FILLED,O:XSP251015C00671000
HTML_3283360485881257287,2025-10-15 13:44:00,BUY,XSP,668.0,P,2025-10-15,17.0,1.19,-2016.41,1.18,FILLED,O:XSP251015P00668000
HTML_4932403151627443374,2025-10-15 13:45:00,BUY,XSP,671.0,C,2025-10-15,25.0,0.96,-2390.31,0.95,FILLED,O:XSP251015C00671000
HTML_1404595422778966584,2025-10-15 13:50:00,SELL,XSP,668.0,P,2025-10-15,17.0,1.55,2635.0,1.55,FILLED,O:XSP251015P00668000
HTML_198020005715468205,2025-10-15 13:57:00,SELL,XSP,671.0,C,2025-10-15,63.0,1.27,7978.0,1.21,FILLED,O:XSP251015C00671000
HTML_5417347008587120703,2025-10-16 13:42:00,BUY,XSP,668.0,P,2025-10-16,16.0,1.59,-2537.8,1.58,FILLED,O:XSP251016P00668000
HTML_2291895312015244985,2025-10-16 13:44:00,BUY,XSP,671.0,C,2025-10-16,70.0,1.1,-7672.85,1.09,FILLED,O:XSP251016C00671000
HTML_4265543159703743031,2025-10-16 13:44:00,BUY,XSP,671.0,C,2025-10-16,3.0,1.09,-328.62,0.12,FILLED,O:XSP251016C00671000
HTML_8584869464585123798,2025-10-16 14:07:00,SELL,XSP,668.0,P,2025-10-16,16.0,1.74,2784.0,1.72,FILLED,O:XSP251016P00668000
HTML_3802336056238157126,2025-10-16 14:41:00,SELL,XSP,671.0,C,2025-10-16,73.0,1.1,8030.0,1.1,FILLED,O:XSP251016C00671000
HTML_1274137713376865214,2025-10-17 13:41:00,BUY,XSP,660.0,P,2025-10-17,12.0,2.31,-2767.35,1.35,FILLED,O:XSP251017P00660000
HTML_5698818072772129464,2025-10-17 13:42:00,BUY,XSP,660.0,P,2025-10-17,11.0,2.33,-2569.73,1.23,FILLED,O:XSP251017P00660000
HTML_629852050226015569,2025-10-17 13:46:00,BUY,XSP,662.0,C,2025-10-17,20.0,2.53,-5052.24,0.0,FILLED,O:XSP251017C00662000
HTML_7768285749370992118,2025-10-17 13:55:00,SELL,XSP,662.0,C,2025-10-17,20.0,4.25,8500.0,0.0,FILLED,O:XSP251017C00662000
HTML_4534046798663217862,2025-10-17 13:59:00,SELL,XSP,660.0,P,2025-10-17,23.0,1.53,3519.0,1.51,FILLED,O:XSP251017P00660000
HTML_8954635473551350891,2025-10-20 13:38:00,BUY,XSP,670.0,P,2025-10-20,80.0,1.05,-8437.96,1.05,FILLED,O:XSP251020P00670000
HTML_5850495361374374009,2025-10-20 13:41:00,BUY,XSP,672.0,C,2025-10-20,40.0,0.82,-3264.48,0.81,FILLED,O:XSP251020C00672000
HTML_3724870017923541939,2025-10-20 13:45:00,BUY,XSP,670.0,P,2025-10-20,3.0,0.98,-295.62,0.12,FILLED,O:XSP251020P00670000
HTML_7299376043121086455,2025-10-20 14:49:00,SELL,XSP,672.0,C,2025-10-20,40.0,1.95,7800.0,1.95,FILLED,O:XSP251020C00672000
HTML_6374992722733188969,2025-10-20 17:19:00,SELL,XSP,670.0,P,2025-10-20,83.0,0.06,498.0,0.06,FILLED,O:XSP251020P00670000
HTML_2833864214220266162,2025-10-21 13:42:00,BUY,XSP,672.0,P,2025-10-21,34.0,0.91,-3081.74,0.9,FILLED,O:XSP251021P00672000
HTML_2555536774411899585,2025-10-21 13:44:00,BUY,XSP,675.0,C,2025-10-21,70.0,0.52,-3612.85,0.51,FILLED,O:XSP251021C00675000
HTML_2482392809093105167,2025-10-21 13:44:00,BUY,XSP,675.0,C,2025-10-21,20.0,0.54,-1071.89,0.53,FILLED,O:XSP251021C00675000
HTML_2608324353866033168,2025-10-21 13:50:00,BUY,XSP,675.0,C,2025-10-21,2.0,0.45,-89.08,0.08,FILLED,O:XSP251021C00675000
HTML_6724438962334056993,2025-10-21 13:51:00,BUY,XSP,672.0,P,2025-10-21,1.0,0.92,-91.54,0.04,FILLED,O:XSP251021P00672000
HTML_7499398244017780443,2025-10-21 17:07:00,BUY,XSP,675.0,C,2025-10-21,3.0,0.21,-64.62,0.12,FILLED,O:XSP251021C00675000
HTML_1191825785154518316,2025-10-21 17:07:00,BUY,XSP,672.0,P,2025-10-21,1.0,0.3,-30.54,0.04,FILLED,O:XSP251021P00672000
HTML_7133561955105027521,2025-10-22 14:50:00,BUY,XSP,674.0,C,2025-10-22,5.0,0.27,-132.71,0.21,FILLED,O:XSP251022C00674000
HTML_4610217521320599994,2025-10-22 14:51:00,BUY,XSP,674.0,C,2025-10-22,1.0,0.27,-26.54,0.04,FILLED,O:XSP251022C00674000
HTML_3319794106370846340,2025-10-22 16:00:00,SELL,XSP,674.0,C,2025-10-22,6.0,0.12,72.0,0.12,FILLED,O:XSP251022C00674000
HTML_720495438532589646,2025-10-23 13:41:00,BUY,XSP,666.0,P,2025-10-23,2.0,0.34,-69.08,0.08,FILLED,O:XSP251023P00666000
HTML_401656041519168155,2025-11-06 17:32:00,BUY,XSP,675.0,C,2025-11-06,2.0,0.41,-83.08,0.08,FILLED,O:XSP251106C00675000
HTML_4720941111081782780,2025-11-06 17:39:00,SELL,XSP,675.0,C,2025-11-06,0.0,0.46,0.0,0.0,CANCELED,O:XSP251106C00675000
HTML_8802946713553110273,2025-11-06 17:41:00,SELL,XSP,675.0,C,2025-11-06,1.0,0.41,41.0,0.04,FILLED,O:XSP251106C00675000
HTML_7936832570952708633,2025-11-07 14:41:00,BUY,XSP,672.5,C,2025-11-07,1.0,0.54,-53.54,0.04,FILLED,O:XSP251107C00672500
HTML_3344994723420384325,2025-11-07 14:46:00,BUY,XSP,662.0,P,2025-11-07,1.0,0.55,-54.54,0.04,FILLED,O:XSP251107P00662000
HTML_8322978130772056315,2025-11-07 17:17:00,SELL,XSP,662.0,P,2025-11-07,1.0,0.55,55.0,0.04,FILLED,O:XSP251107P00662000
HTML_8307599843456077964,2025-11-07 17:28:00,SELL,XSP,672.5,C,2025-11-07,1.0,0.05,5.0,0.04,FILLED,O:XSP251107C00672500
HTML_6690663128189950536,2025-11-10 14:42:00,BUY,XSP,678.0,P,2025-11-10,1.0,0.6,-60.54,0.04,FILLED,O:XSP251110P00678000
HTML_4604503722764193522,2025-11-10 14:50:00,SELL,XSP,678.0,P,2025-11-10,1.0,0.66,66.0,0.04,FILLED,O:XSP251110P00678000
HTML_6685493094929252698,2025-11-24 15:32:00,BUY,XSP,664.0,P,2025-11-24,1.0,0.88,-87.54,0.04,FILLED,O:XSP251124P00664000
HTML_8268572189698100668,2025-11-24 17:37:00,SELL,XSP,664.0,P,2025-11-24,1.0,0.17,17.0,0.04,FILLED,O:XSP251124P00664000
HTML_622047732290844447,2025-12-09 14:54:00,BUY,XSP,686.0,C,2025-12-09,2.0,0.81,-163.04,0.04,FILLED,O:XSP251209C00686000
HTML_1865753658326887859,2025-12-09 14:56:00,SELL,XSP,686.0,C,2025-12-09,2.0,0.87,174.0,0.04,FILLED,O:XSP251209C00686000
1765483971-9,2025-12-09 14:56:00,SELL,XSP,686.0,C,2025-12-09,2.0,0.87,174.0,0.04,FILLED,O:XSP251209C00686000
1765483971-8,2025-12-10 14:47:00,BUY,XSP,686.0,C,2025-12-10,0.0,0.0,0.0,0.0,CANCELED,O:XSP251210C00686000
1765483971-7,2025-12-10 14:47:00,BUY,XSP,686.0,C,2025-12-10,1.0,1.33,-133.0,0.02,FILLED,O:XSP251210C00686000
1765629531-10,2025-12-10 14:47:00,BUY,XSP,686.0,C,2025-12-10,1.0,1.33,-133.0,0.02,FILLED,O:XSP251210C00686000
1765483971-6,2025-12-10 14:49:00,BUY,XSP,677.0,P,2025-12-10,0.0,0.0,0.0,0.0,CANCELED,O:XSP251210P00677000
1765483971-5,2025-12-10 14:49:00,BUY,XSP,677.0,P,2025-12-10,1.0,0.39,-39.0,0.02,FILLED,O:XSP251210P00677000
1765629531-8,2025-12-10 14:49:00,BUY,XSP,677.0,P,2025-12-10,1.0,0.39,-39.0,0.02,FILLED,O:XSP251210P00677000
1765629531-9,2025-12-10 14:49:00,BUY,XSP,677.0,P,2025-12-10,0.0,0.0,0.0,0.0,CANCELED,O:XSP251210P00677000
1765483971-4,2025-12-10 16:27:00,SELL,XSP,686.0,C,2025-12-10,1.0,1.5,150.0,0.02,FILLED,O:XSP251210C00686000
1765483971-3,2025-12-10 16:27:00,SELL,XSP,677.0,P,2025-12-10,1.0,0.31,31.0,0.02,FILLED,O:XSP251210P00677000
1765629531-6,2025-12-10 16:27:00,SELL,XSP,677.0,P,2025-12-10,1.0,0.31,31.0,0.02,FILLED,O:XSP251210P00677000
1765629531-7,2025-12-10 16:27:00,SELL,XSP,686.0,C,2025-12-10,1.0,1.5,150.0,0.02,FILLED,O:XSP251210C00686000
1765991491-9,2025-12-10 16:27:00,SELL,XSP,677.0,P,2025-12-10,1.0,0.31,31.0,0.02,FILLED,O:XSP251210P00677000
1765991491-10,2025-12-10 16:27:00,SELL,XSP,686.0,C,2025-12-10,1.0,1.5,150.0,0.02,FILLED,O:XSP251210C00686000
1765483971-2,2025-12-11 15:01:00,BUY,XSP,686.0,C,2025-12-11,2.0,0.67,-134.0,0.04,FILLED,O:XSP251211C00686000
1765629531-5,2025-12-11 15:01:00,BUY,XSP,686.0,C,2025-12-11,2.0,0.67,-134.0,0.04,FILLED,O:XSP251211C00686000
1765991491-8,2025-12-11 15:01:00,BUY,XSP,686.0,C,2025-12-11,2.0,0.67,-134.0,0.04,FILLED,O:XSP251211C00686000
1765483971-1,2025-12-11 15:06:00,SELL,XSP,686.0,C,2025-12-11,2.0,0.89,178.0,0.04,FILLED,O:XSP251211C00686000
1765629531-4,2025-12-11 15:06:00,SELL,XSP,686.0,C,2025-12-11,2.0,0.89,178.0,0.04,FILLED,O:XSP251211C00686000
1765991491-7,2025-12-11 15:06:00,SELL,XSP,686.0,C,2025-12-11,2.0,0.89,178.0,0.04,FILLED,O:XSP251211C00686000
1765629531-3,2025-12-12 14:52:00,BUY,XSP,690.0,C,2025-12-12,2.0,0.75,-150.0,0.04,FILLED,O:XSP251212C00690000
1765991491-6,2025-12-12 14:52:00,BUY,XSP,690.0,C,2025-12-12,2.0,0.75,-150.0,0.04,FILLED,O:XSP251212C00690000
1765629531-2,2025-12-12 15:03:00,BUY,XSP,691.0,C,2025-12-12,1.0,0.26,-26.0,0.02,FILLED,O:XSP251212C00691000
1765991491-5,2025-12-12 15:03:00,BUY,XSP,691.0,C,2025-12-12,1.0,0.26,-26.0,0.02,FILLED,O:XSP251212C00691000
1765629531-1,2025-12-12 16:44:00,BUY,XSP,689.0,C,2025-12-12,1.0,0.1,-10.0,0.02,FILLED,O:XSP251212C00689000
1765991491-4,2025-12-12 16:44:00,BUY,XSP,689.0,C,2025-12-12,1.0,0.1,-10.0,0.02,FILLED,O:XSP251212C00689000
1765991491-2,2025-12-17 16:20:00,BUY,XSP,678.0,C,2025-12-17,1.0,0.57,-57.0,0.02,FILLED,O:XSP251217C00678000
1765991491-1,2025-12-17 16:25:00,SELL,XSP,678.0,C,2025-12-17,1.0,0.65,65.0,0.02,FILLED,O:XSP251217C00678000
